Thời gian,Tổng tiền hàng (theo thời gian),Giảm giá (theo thời gian),Doanh thu (theo thời gian),Tổng giá vốn (theo thời gian),Lợi nhuận gộp (theo thời gian),Mã giao dịch,Chi nhánh,Thời gian (theo giao dịch),Tổng tiền hàng (theo giao dịch),Giảm giá (theo giao dịch),Doanh thu (theo giao dịch),Tổng giá vốn (theo giao dịch),Lợi nhuận gộp (theo giao dịch),Mã hàng,Mã vạch,Tên hàng,Thương hiệu,Nhóm hàng(3 Cấp),SL,Giá bán/SP,Giá vốn/SP,Lợi nhuận/SP,Tổng lợi nhuận hàng hóa
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",18000032,8934868169529,OMO BG Đỏ 1.15kg/12 gói (Cái),Unilever,Chăm sóc nhà cửa>>Giặt giũ và chăm sóc quần áo>>Bột Giặt,4.0,"55,000.0","48,517.0","6,483.0","25,932"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",18000035,8934868169550,101OMO Bột Giặt Đỏ Hương Thơm Mát 380g/36 gói (Gói),Unilever,Chăm sóc nhà cửa>>Giặt giũ và chăm sóc quần áo>>Bột Giặt,6.0,"19,000.0","17,255.0","1,745.0","10,470"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",18000036,8934868169543,101OMO Bột giặt đỏ hương thơm mát 770g/18 gói (Cái),Unilever,Chăm sóc nhà cửa>>Giặt giũ và chăm sóc quần áo>>Bột Giặt,11.0,"35,000.0","31,627.57","3,372.43","37,097"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",18000804,8935337899893,HASU NXV khô hồng 100ml (Chai),HaSu,Chăm sóc nhà cửa>>Vệ sinh nhà cửa>>Nhóm Tẩy Rửa Hasu,33.0,"53,000.0","48,720.0","4,280.0","141,240"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",18000893,4902430453998,Bột giặt Ariel 620GX18 Downy (Gói),P&G,"Chăm sóc nhà cửa>>Giặt giũ và chăm sóc quần áo>>Bột giặt, nước giặt, viên giặt",6.0,"41,000.0","36,438.50","4,561.50","27,369"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",22000023,8710103762799,Máy sấy tóc Philips 1000W (Cái),,Nhà cửa và đời sống>>Sửa chữa nhà cửa>>Đồ gia dụng,9.0,"100,000.0","76,125.0","23,875.0","214,875"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012307,BHS Đại Phúc,02/02/2026 11:09:39,"52,000",0,"52,000","43,983","8,017",10000267,8936017367046,Tương cà CHIN-SU chai eo 3bl x 8chai x 250gr (Chai),,"Dầu ăn, nước chấm, gia vị>>Gia vị>>Tương ớt, tương cà, Mayonnaise",1.0,"17,000.0","15,225.0","1,775.0","1,775"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012307,BHS Đại Phúc,02/02/2026 11:09:39,"52,000",0,"52,000","43,983","8,017",10000872,8935039572537,Xốt tuýp Mayonnaise 260g (Tuýp),,"Dầu ăn, nước chấm, gia vị>>Gia vị>>Tương ớt, tương cà, Mayonnaise",1.0,"35,000.0","28,758.0","6,242.0","6,242"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012306.01,BHS Đại Phúc,02/02/2026 11:08:31,"3,643,500",0,"3,643,500","3,175,601","467,899",03000211,8938500579554,Bàn chải Lipzo Ruby sensi (Cái),,Chăm sóc cá nhân>>Chăm sóc răng miệng>>Bàn chải đánh răng,7.0,"23,500.0","20,706.0","2,794.0","19,558"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012306.01,BHS Đại Phúc,02/02/2026 11:08:31,"3,643,500",0,"3,643,500","3,175,601","467,899",03000213,8936097108058,Bàn chải Lipzo áo dài (Cái),,Chăm sóc cá nhân>>Chăm sóc răng miệng>>Bàn chải đánh răng,18.0,"32,000.0","28,217.0","3,783.0","68,094"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012306.01,BHS Đại Phúc,02/02/2026 11:08:31,"3,643,500",0,"3,643,500","3,175,601","467,899",03000378,8936066512800,Bàn chải cao cấp Ruby Pro (Cái),,Chăm sóc cá nhân>>Chăm sóc răng miệng>>Bàn chải đánh răng,5.0,"38,000.0","31,014.34","6,985.66","34,928"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012306.01,BHS Đại Phúc,02/02/2026 11:08:31,"3,643,500",0,"3,643,500","3,175,601","467,899",09000309,8936049051623,V10531 MÌ LY ĂN LIỀN- MÌ KIM CHI (Ly),Otoki,"Gạo, bột và thực phẩm khô>>Thực phẩm ăn liền>>Mì, bún, phở, cháo ăn liên, bánh gạo",14.0,"13,000.0","11,165.0","1,835.0","25,690"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012306.01,BHS Đại Phúc,02/02/2026 11:08:31,"3,643,500",0,"3,643,500","3,175,601","467,899",10000803,8938522896035,đường vàng minh phúc xuất khẩu bao 30 gói 1kg (Gói),,"Dầu ăn, nước chấm, gia vị>>Gia vị>>Đường",6.0,"23,000.0","19,285.0","3,715.0","22,290"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012306.01,BHS Đại Phúc,02/02/2026 11:08:31,"3,643,500",0,"3,643,500","3,175,601","467,899",18000035,8934868169550,101OMO Bột Giặt Đỏ Hương Thơm Mát 380g/36 gói (Gói),Unilever,Chăm sóc nhà cửa>>Giặt giũ và chăm sóc quần áo>>Bột Giặt,6.0,"19,000.0","17,255.0","1,745.0","10,470"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012306.01,BHS Đại Phúc,02/02/2026 11:08:31,"3,643,500",0,"3,643,500","3,175,601","467,899",18000673,4902430844673,Ambi Sáp thơm hương chanh 180g (Hộp),P&G,"Chăm sóc nhà cửa>>Vệ sinh nhà cửa>>Xịt Phòng, Sáp Thơm",4.0,"43,000.0","37,254.36","5,745.64","22,983"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012306.01,BHS Đại Phúc,02/02/2026 11:08:31,"3,643,500",0,"3,643,500","3,175,601","467,899",18000678,4987176133465,AMBI sáp thơm Hương DNY đam mê lọ 180G (Lọ),P&G,"Chăm sóc nhà cửa>>Vệ sinh nhà cửa>>Xịt Phòng, Sáp Thơm",2.0,"49,000.0","44,152.50","4,847.50","9,695"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012306.01,BHS Đại Phúc,02/02/2026 11:08:31,"3,643,500",0,"3,643,500","3,175,601","467,899",18000743,8938548008078,"Bình xịt lưu hương chống thối chân, khử mùi giày XIMO 300ml (Chai)",,Chăm sóc cá nhân>>Mỹ phẩm và dụng cụ làm đẹp>>Xi đánh giầy,4.0,"89,000.0","67,497.45","21,502.55","86,010"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012306.01,BHS Đại Phúc,02/02/2026 11:08:31,"3,643,500",0,"3,643,500","3,175,601","467,899",18000763,9556076008286,AMBI Xịt phòng hương chanh chai 300ml (Chai),,Chăm sóc nhà cửa>>Vệ sinh nhà cửa>>Nhóm Tẩy Rửa Hasu,1.0,"48,000.0","44,152.50","3,847.50","3,848"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012306.01,BHS Đại Phúc,02/02/2026 11:08:31,"3,643,500",0,"3,643,500","3,175,601","467,899",18000764,9556076008293,AMBI Xịt phòng hương hoa tươi mát chai 300 ml (Chai),P&G,Chăm sóc nhà cửa>>Vệ sinh nhà cửa>>Nhóm Tẩy Rửa Hasu,1.0,"48,000.0","44,152.50","3,847.50","3,848"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012306.01,BHS Đại Phúc,02/02/2026 11:08:31,"3,643,500",0,"3,643,500","3,175,601","467,899",18000803,8935337800424,HASU Nước lau kính 650ml/16 (Chai),HaSu,Chăm sóc nhà cửa>>Vệ sinh nhà cửa>>Nhóm Tẩy Rửa Hasu,5.0,"33,000.0","30,450.0","2,550.0","12,750"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012306.01,BHS Đại Phúc,02/02/2026 11:08:31,"3,643,500",0,"3,643,500","3,175,601","467,899",18000809,8938548008955,Lovenose xịt thơm hương oải hương (Lọ),Lovenose,Chăm sóc nhà cửa>>Vệ sinh nhà cửa>>Nhóm Tẩy Rửa Hasu,2.0,"40,000.0","32,480.0","7,520.0","15,040"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012306.01,BHS Đại Phúc,02/02/2026 11:08:31,"3,643,500",0,"3,643,500","3,175,601","467,899",18000810,8938548008962,Lovenose xịt thơm phòng hương dâu 320mk (Chai),Lovenose,Chăm sóc nhà cửa>>Vệ sinh nhà cửa>>Nhóm Tẩy Rửa Hasu,2.0,"40,000.0","32,480.0","7,520.0","15,040"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012306.01,BHS Đại Phúc,02/02/2026 11:08:31,"3,643,500",0,"3,643,500","3,175,601","467,899",18000811,8938548008948,Lovenose xịt thơm phòng hương hoa hồng 320ml (Lọ),Lovenose,Chăm sóc nhà cửa>>Vệ sinh nhà cửa>>Nhóm Tẩy Rửa Hasu,1.0,"40,000.0","32,480.0","7,520.0","7,520"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012306.01,BHS Đại Phúc,02/02/2026 11:08:31,"3,643,500",0,"3,643,500","3,175,601","467,899",18000844,8935337801247,SUTIKI NRC Hương chanh 400g (Chai),HaSu,Chăm sóc nhà cửa>>Vệ sinh nhà cửa>>Nhóm Tẩy Rửa Hasu,12.0,"15,000.0","13,702.50","1,297.50","15,570"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012306.01,BHS Đại Phúc,02/02/2026 11:08:31,"3,643,500",0,"3,643,500","3,175,601","467,899",18000850,8935337801094,SUTIKI NRC Hương quế 400g (Chai),HaSu,Chăm sóc nhà cửa>>Vệ sinh nhà cửa>>Nhóm Tẩy Rửa Hasu,12.0,"18,000.0","17,762.50",237.50,"2,850"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012306.01,BHS Đại Phúc,02/02/2026 11:08:31,"3,643,500",0,"3,643,500","3,175,601","467,899",18000878,8934662169060,Nước hoa xịt phòng PureAir hương hoa hồng (Cái),,"Chăm sóc nhà cửa>>Vệ sinh nhà cửa>>Xịt Phòng, Sáp Thơm",2.0,"45,000.0","39,686.50","5,313.50","10,627"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012306.01,BHS Đại Phúc,02/02/2026 11:08:31,"3,643,500",0,"3,643,500","3,175,601","467,899",18000879,8934662169084,Xịt phòng NH Hương anh đào 280ml (Cái),,"Chăm sóc nhà cửa>>Vệ sinh nhà cửa>>Xịt Phòng, Sáp Thơm",3.0,"45,000.0","39,686.50","5,313.50","15,941"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012306.01,BHS Đại Phúc,02/02/2026 11:08:31,"3,643,500",0,"3,643,500","3,175,601","467,899",18000880,8934662169091,Xịt phòng NH pure hương phấn 280ml (Cái),,"Chăm sóc nhà cửa>>Vệ sinh nhà cửa>>Xịt Phòng, Sáp Thơm",2.0,"45,000.0","39,686.50","5,313.50","10,627"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012306.01,BHS Đại Phúc,02/02/2026 11:08:31,"3,643,500",0,"3,643,500","3,175,601","467,899",18000881,8934662169053,Xịt phòng NH pure hương cam chanh - 280ml (Cái),,"Chăm sóc nhà cửa>>Vệ sinh nhà cửa>>Xịt Phòng, Sáp Thơm",3.0,"45,000.0","39,686.50","5,313.50","15,941"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012306.01,BHS Đại Phúc,02/02/2026 11:08:31,"3,643,500",0,"3,643,500","3,175,601","467,899",18000893,4902430453998,Bột giặt Ariel 620GX18 Downy (Gói),P&G,"Chăm sóc nhà cửa>>Giặt giũ và chăm sóc quần áo>>Bột giặt, nước giặt, viên giặt",6.0,"41,000.0","36,438.50","4,561.50","27,369"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012306.01,BHS Đại Phúc,02/02/2026 11:08:31,"3,643,500",0,"3,643,500","3,175,601","467,899",18000898,4902430633079,Sáp thơm AMBI 180GX12 Thư giãn (Hộp),P&G,Chăm sóc nhà cửa>>Vệ sinh nhà cửa>>Khử mùi và xịt thơm phòng,2.0,"50,000.0","44,393.06","5,606.94","11,214"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012305,BHS Đại Phúc,02/02/2026 11:05:57,"1,662,500",0,"1,662,500","1,415,127","247,373",04000722,8935337800271,Hasu giấy ăn 500g x 500G (Gói),,Chăm sóc cá nhân>>Chăm sóc cá nhân khác>>Chăm Sóc Cá Nhân Hasu,2.0,"27,500.0","24,258.50","3,241.50","6,483"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012305,BHS Đại Phúc,02/02/2026 11:05:57,"1,662,500",0,"1,662,500","1,415,127","247,373",11000260,8935049500735,Đồ uống Coke 300ml 4x6 PetSF Tet Entry (Chai),,Đồ uống>>Nước ngọt>>Nước giải khát,72.0,"5,000.0","3,721.67","1,278.33","92,040"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012305,BHS Đại Phúc,02/02/2026 11:05:57,"1,662,500",0,"1,662,500","1,415,127","247,373",11000373,8935005801036,Nước khoáng Lavie 0.35L (Chai),NESTLE,Đồ uống>>Nước ngọt>>Nước giải khát,72.0,"3,333.33","3,171.88",161.45,"11,624"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012305,BHS Đại Phúc,02/02/2026 11:05:57,"1,662,500",0,"1,662,500","1,415,127","247,373",13000049,8936047443772,Bánh quy Kenju rau củ túi 192g-18 (Túi),,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",1.0,"32,000.0","27,415.32","4,584.68","4,585"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012305,BHS Đại Phúc,02/02/2026 11:05:57,"1,662,500",0,"1,662,500","1,415,127","247,373",13000064,8935265211101,Belgi Bánh Trứng sữa 250g KM 4 chiếc X20 túi (Gói),Tràng An,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",1.0,"30,000.0","25,844.92","4,155.08","4,155"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012305,BHS Đại Phúc,02/02/2026 11:05:57,"1,662,500",0,"1,662,500","1,415,127","247,373",13000103,8936136520681,Bánh Pháp Challot HH túi 260g x 20 gói (Cái),,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",1.0,"30,000.0","25,844.92","4,155.08","4,155"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012305,BHS Đại Phúc,02/02/2026 11:05:57,"1,662,500",0,"1,662,500","1,415,127","247,373",13000346,8936036029932,Bánh Gạo An-Chà Bông14P_04Y23/10-Gói (Gói),Orion,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",1.0,"28,000.0","23,677.83","4,322.17","4,322"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012305,BHS Đại Phúc,02/02/2026 11:05:57,"1,662,500",0,"1,662,500","1,415,127","247,373",13000348,8936036028300,BánhGạo An Ktay Pmai 14P_7Y25/20-Gói (Gói),,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",1.0,"15,300.0","13,499.50","1,800.50","1,801"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012305,BHS Đại Phúc,02/02/2026 11:05:57,"1,662,500",0,"1,662,500","1,415,127","247,373",13000356,8936036026177,BánhGạoAn-TựNhiên14P_Mới_10Y21/20 Gói (Gói),Orion,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",3.0,"15,300.0","13,112.70","2,187.30","6,562"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012305,BHS Đại Phúc,02/02/2026 11:05:57,"1,662,500",0,"1,662,500","1,415,127","247,373",13000357,8936036026191,BánhGạoAn-Tảo 14P_Mới_10Y21/20-Gói (Gói),,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",1.0,"15,300.0","13,861.21","1,438.79","1,439"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012305,BHS Đại Phúc,02/02/2026 11:05:57,"1,662,500",0,"1,662,500","1,415,127","247,373",13000686,8936036028843,Bánh Gạo An Vừng 12P_9Y22/20-Gói (Gói),Orion,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",1.0,"17,000.0","15,022.0","1,978.0","1,978"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012305,BHS Đại Phúc,02/02/2026 11:05:57,"1,662,500",0,"1,662,500","1,415,127","247,373",13000705,8938532962515,Bánh Kenju Kem dẻo 186g (Túi),Richy,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",1.0,"37,000.0","29,542.59","7,457.41","7,457"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012305,BHS Đại Phúc,02/02/2026 11:05:57,"1,662,500",0,"1,662,500","1,415,127","247,373",13000815,8935001709121,Kẹo Alpenlibe mix vị gói 1kg (Gói),Alpenlibe,"Bánh, kẹo, snack>>Kẹo>>Kẹo",1.0,"90,000.0","86,275.0","3,725.0","3,725"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012305,BHS Đại Phúc,02/02/2026 11:05:57,"1,662,500",0,"1,662,500","1,415,127","247,373",13000937,8936202661959,Thanh gạo lứt dinh dưỡng 230g (Gói),,"Bánh, kẹo, snack>>Snack, đồ ăn vặt>>Snack các loại",1.0,"47,000.0","41,513.50","5,486.50","5,487"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012305,BHS Đại Phúc,02/02/2026 11:05:57,"1,662,500",0,"1,662,500","1,415,127","247,373",13000941,8938505676203,KẸO LẠC 10 THANH TO ( KL ) 220 GAM - VG2 (Gói),,"Bánh, kẹo, snack>>Snack, đồ ăn vặt>>Snack các loại",2.0,"20,000.0","14,717.50","5,282.50","10,565"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012305,BHS Đại Phúc,02/02/2026 11:05:57,"1,662,500",0,"1,662,500","1,415,127","247,373",13000942,8938505676005,KẸO DỒI NĐP TRÒN 220 GAM -VG2 (Gói),,"Bánh, kẹo, snack>>Snack, đồ ăn vặt>>Snack các loại",2.0,"20,000.0","14,717.50","5,282.50","10,565"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012305,BHS Đại Phúc,02/02/2026 11:05:57,"1,662,500",0,"1,662,500","1,415,127","247,373",13000999,8936047448777,Karo - Bánh bơ trứng giòn 150g (Gói),Richy,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",2.0,"22,000.0","17,387.92","4,612.08","9,224"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012305,BHS Đại Phúc,02/02/2026 11:05:57,"1,662,500",0,"1,662,500","1,415,127","247,373",13001117,8936029421033,Bánh gạo An CốmFest 12P_08Y24/10-Gói (Gói),,"Bánh, kẹo, snack",1.0,"26,000.0","22,422.37","3,577.63","3,578"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012305,BHS Đại Phúc,02/02/2026 11:05:57,"1,662,500",0,"1,662,500","1,415,127","247,373",13001155,8938564809192,Bánh Hạt Hình Thuyền 320gr - VG1 (Gói),,"Bánh, kẹo, snack>>Kẹo>>Kẹo",1.0,"120,000.0","108,605.0","11,395.0","11,395"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012305,BHS Đại Phúc,02/02/2026 11:05:57,"1,662,500",0,"1,662,500","1,415,127","247,373",13001378,8936063787966,Kẹo dẻo sữa chua Taiyo 350g (Gói),,"Bánh, kẹo, snack>>Kẹo>>Kẹo",1.0,"45,000.0","42,630.0","2,370.0","2,370"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012305,BHS Đại Phúc,02/02/2026 11:05:57,"1,662,500",0,"1,662,500","1,415,127","247,373",13001384,8938504790788,Kẹo mè xửng túi Kim Thành (mè thiên giang) (Gói),,"Bánh, kẹo, snack>>Kẹo>>Kẹo Tổng Hợp",2.0,"25,000.0","19,285.0","5,715.0","11,430"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012305,BHS Đại Phúc,02/02/2026 11:05:57,"1,662,500",0,"1,662,500","1,415,127","247,373",13001401,8938553804023,ANDY Kẹo dẻo bắp nhân chảy to 900g*10 (Gói),,"Bánh, kẹo, snack>>Kẹo>>Kẹo Tổng Hợp",1.0,"60,000.0","52,482.81","7,517.19","7,517"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012305,BHS Đại Phúc,02/02/2026 11:05:57,"1,662,500",0,"1,662,500","1,415,127","247,373",13001402,8936034612778,PC Bánh mứt trái cây dâu gói 450g*12g (Gói),,"Bánh, kẹo, snack>>Kẹo>>Kẹo",1.0,"40,000.0","34,510.0","5,490.0","5,490"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012305,BHS Đại Phúc,02/02/2026 11:05:57,"1,662,500",0,"1,662,500","1,415,127","247,373",13001403,8938553804191,Andy Kẹo dẻo xoài Chín cốt trái cây bóc vỏ 270g*24g (Gói),,"Bánh, kẹo, snack>>Kẹo>>Kẹo",1.0,"35,000.0","30,535.45","4,464.55","4,465"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012305,BHS Đại Phúc,02/02/2026 11:05:57,"1,662,500",0,"1,662,500","1,415,127","247,373",13001404,8938553804207,Andy Kẹo Xoài Chín bóc vỏ gói 400g * 20g (Gói),,"Bánh, kẹo, snack>>Kẹo>>Kẹo Tổng Hợp",1.0,"50,000.0","40,077.78","9,922.22","9,922"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012305,BHS Đại Phúc,02/02/2026 11:05:57,"1,662,500",0,"1,662,500","1,415,127","247,373",13001405,8938564871021,Ba Đình Kẹo S.C nhân trái cây kingfruits 800g*10G (Gói),,"Bánh, kẹo, snack>>Kẹo>>Kẹo",1.0,"70,000.0","64,960.0","5,040.0","5,040"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012304,BHS Đại Phúc,02/02/2026 10:59:09,"22,000",0,"22,000","19,181","2,819",19000660,6921734960092,Kéo văn phòng 180mm E6009 (Chiếc),,Nhà cửa và đời sống>>Văn phòng phẩm>>Văn Phòng Phẩm,1.0,"22,000.0","19,181.26","2,818.74","2,819"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012303,BHS Đại Phúc,02/02/2026 10:53:59,"9,000",0,"9,000","7,866","1,134",11000376,8934588063060,Aquafina Chai nhựa 1500x12 (Chai),Pepsi,Đồ uống>>Nước ngọt>>Nước giải khát,1.0,"9,000.0","7,866.25","1,133.75","1,134"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012302,BHS Đại Phúc,02/02/2026 10:04:19,"17,000",0,"17,000","15,225","1,775",10000251,8936017364113,Tương ớt CHIN-SU MB (QR) 3bl x 8chai x 250gr (Chai),,"Dầu ăn, nước chấm, gia vị>>Gia vị>>Tương ớt, tương cà, tương đen",1.0,"17,000.0","15,225.0","1,775.0","1,775"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012301,BHS Đại Phúc,02/02/2026 10:04:11,"61,000",0,"61,000","51,816","9,184",11000148,8936079140014,Ca phe Highlands RTD Iced with milk 235ml (Lon),,"Đồ uống>>Cà phê>>Cà phê lon, cà phê uống liền",1.0,"12,000.0","10,353.0","1,647.0","1,647"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012301,BHS Đại Phúc,02/02/2026 10:04:11,"61,000",0,"61,000","51,816","9,184",11000208,8935049501534,Đồ uống Coke Zero 320ml 24 (Lon),,Đồ uống>>Nước ngọt>>Nước giải khát,2.0,"10,000.0","7,866.25","2,133.75","4,268"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012301,BHS Đại Phúc,02/02/2026 10:04:11,"61,000",0,"61,000","51,816","9,184",11000455,8935049501381,COCA - COLA giảm đường bình 1.5l/12 (Chai),,Đồ uống>>Nước ngọt>>Nước giải khát,1.0,"15,000.0","13,956.25","1,043.75","1,044"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012301,BHS Đại Phúc,02/02/2026 10:04:11,"61,000",0,"61,000","51,816","9,184",23000029,8934603000247,Thuốc lá Sài Gòn bạc hà xanh (Bao),,Chăm sóc cá nhân>>Gây Hại Sức Khỏe>>Thuốc Lá,1.0,"14,000.0","11,774.0","2,226.0","2,226"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012300,BHS Đại Phúc,02/02/2026 09:44:34,"17,000",0,"17,000","9,744","7,256",04001006,8938564258020,Khẩu trang 5D (Thùng/100c) (Gói),,Chăm sóc cá nhân,1.0,"7,000.0","2,842.0","4,158.0","4,158"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012300,BHS Đại Phúc,02/02/2026 09:44:34,"17,000",0,"17,000","9,744","7,256",04001007,8938564258006,Khẩu trang 6A (Thùng/100c) (Gói),,Chăm sóc cá nhân,1.0,"10,000.0","6,902.0","3,098.0","3,098"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012299,BHS Đại Phúc,02/02/2026 09:32:50,"36,000",0,"36,000","35,676",324,12000874,8935217400454,STTT Chocolate TH True Milk 180mlx48 (Hộp),,"Sữa, sản phẩm từ sữa",4.0,"9,000.0","8,919.11",80.89,324
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012298,BHS Đại Phúc,02/02/2026 07:59:49,"27,000",0,"27,000","25,375","1,625",23000030,8934647041206,Thuốc lá Ngựa trắng (Bao),,Chăm sóc cá nhân>>Gây Hại Sức Khỏe>>Thuốc Lá,1.0,"27,000.0","25,375.0","1,625.0","1,625"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012297,BHS Đại Phúc,02/02/2026 07:56:15,"26,500",0,"26,500","23,345","3,155",13000925,8934677038115,Kẹo Gum Xylitol 55.1g (6hũ/Hx12H/T) - Hỗn hợp (Lọ),,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",1.0,"26,500.0","23,345.0","3,155.0","3,155"
