Thời gian,Tổng tiền hàng (theo thời gian),Giảm giá (theo thời gian),Doanh thu (theo thời gian),Tổng giá vốn (theo thời gian),Lợi nhuận gộp (theo thời gian),Mã giao dịch,Chi nhánh,Thời gian (theo giao dịch),Tổng tiền hàng (theo giao dịch),Giảm giá (theo giao dịch),Doanh thu (theo giao dịch),Tổng giá vốn (theo giao dịch),Lợi nhuận gộp (theo giao dịch),Mã hàng,Mã vạch,Tên hàng,Thương hiệu,Nhóm hàng(3 Cấp),SL,Giá bán/SP,Giá vốn/SP,Lợi nhuận/SP,Tổng lợi nhuận hàng hóa
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012321,BHS Đại Phúc,02/02/2026 14:32:41,"111,000",0,"111,000","91,425","19,575",11000213,8935049501565,FANTA CREAM 320ML 4X6 SC SF SAVING PACK (Cái),Pepsi,Đồ uống>>Nước ngọt>>Nước giải khát,1.0,"8,000.0","7,105.0",895.0,895
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012321,BHS Đại Phúc,02/02/2026 14:32:41,"111,000",0,"111,000","91,425","19,575",11000374,8935005801029,Nước khoáng Lavie 0.5L (Chai),NESTLE,Đồ uống>>Nước ngọt>>Nước giải khát,2.0,"5,000.0","3,183.95","1,816.05","3,632"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012321,BHS Đại Phúc,02/02/2026 14:32:41,"111,000",0,"111,000","91,425","19,575",13000371,8936036021165,Bánh MBoyTôm35G_10Y25_Tet/20-Hộp (Hộp),,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",1.0,"10,000.0","7,917.0","2,083.0","2,083"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012321,BHS Đại Phúc,02/02/2026 14:32:41,"111,000",0,"111,000","91,425","19,575",13000641,6941306280274,Bánh que choco choky phô mai 36g*6*12 (Cái),Choco choky,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",1.0,"15,000.0","13,195.0","1,805.0","1,805"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012320,BHS Đại Phúc,02/02/2026 14:09:48,"30,000",0,"30,000","25,375","4,625",23000026,8935047690476,Thuốc lá Thăng Long bao dẹt (Bao),,Chăm sóc cá nhân>>Gây Hại Sức Khỏe>>Thuốc Lá,2.0,"15,000.0","12,687.50","2,312.50","4,625"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012319,BHS Đại Phúc,02/02/2026 14:08:27,"8,000",0,"8,000","5,278","2,722",10000801,8938501395061,Muối ớt 100g (Lọ),,"Dầu ăn, nước chấm, gia vị>>Gia vị>>Muối, đường",1.0,"8,000.0","5,278.0","2,722.0","2,722"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012318,BHS Đại Phúc,02/02/2026 13:44:18,"16,000",0,"16,000","14,799","1,201",11001533,8801043064088,Nước Welch'S zero hương nho tím 355ml*24 (Lon),,Đồ uống>>Nước ngọt>>Nước giải khát,1.0,"16,000.0","14,798.70","1,201.30","1,201"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012317,BHS Đại Phúc,02/02/2026 13:41:00,"70,000",0,"70,000","61,553","8,447",11000115,8935024122396,Cà phê G7 2in1 - Hộp 15st 16g (24hộp/t) (Hộp),,"Đồ uống>>Trà>>Trà, Cà phê, cacao",1.0,"70,000.0","61,552.73","8,447.27","8,447"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012316,BHS Đại Phúc,02/02/2026 13:38:10,"21,000",0,"21,000","18,067","2,933",23000031,8934603000353,Sài gòn dưa lưới (Bao),,Chăm sóc cá nhân>>Gây Hại Sức Khỏe>>Thuốc Lá,1.0,"21,000.0","18,067.0","2,933.0","2,933"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012315,BHS Đại Phúc,02/02/2026 13:36:46,"15,000",0,"15,000","13,195","1,805",16000080,8938506620014,Găng cầu vồng trung (ĐÔI),,Găng tay,1.0,"15,000.0","13,195.0","1,805.0","1,805"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012314,BHS Đại Phúc,02/02/2026 13:31:27,"25,300",0,"25,300","20,966","4,334",08000274,8936034876330,Xúc xích tiệt trùng Ponnie vị Heo 20 gói x 5 cây x19gr (Cái),,"Gạo, bột và thực phẩm khô>>Lạp xưởng, xúc xích, khô sấy>>Lạp xưởng, xúc xích ăn liền",1.0,"10,000.0","7,105.0","2,895.0","2,895"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012314,BHS Đại Phúc,02/02/2026 13:31:27,"25,300",0,"25,300","20,966","4,334",13000357,8936036026191,BánhGạoAn-Tảo 14P_Mới_10Y21/20-Gói (Gói),,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",1.0,"15,300.0","13,861.21","1,438.79","1,439"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012313,BHS Đại Phúc,02/02/2026 13:28:03,"441,000",0,"441,000","387,435","53,565",13000876,8934680114943,LU Bánh Quy Bơ Thập Cẩm 180GR x 18 Hộp Thiếc (Hộp),Lotte,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",1.0,"58,000.0","50,242.50","7,757.50","7,758"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012313,BHS Đại Phúc,02/02/2026 13:28:03,"441,000",0,"441,000","387,435","53,565",13000931,8938505676364,Ngũ cốc ăn kiêng 530g (Hộp),,"Bánh, kẹo, snack>>Snack, đồ ăn vặt>>Snack các loại",1.0,"118,000.0","109,620.0","8,380.0","8,380"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012313,BHS Đại Phúc,02/02/2026 13:28:03,"441,000",0,"441,000","387,435","53,565",13001167,4823077624056,Kẹo Nougat HT cửa sổ 260gx12 (Hộp),RoShen,"Bánh, kẹo, snack>>Kẹo>>Kẹo Tổng Hợp",1.0,"110,000.0","93,725.10","16,274.90","16,275"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012313,BHS Đại Phúc,02/02/2026 13:28:03,"441,000",0,"441,000","387,435","53,565",13001169,8938532962324,Bánh thập cẩm An Lộc HG 400gx10(Merry Đỏ) (Hộp),Richy,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",1.0,"75,000.0","68,764.22","6,235.78","6,236"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012313,BHS Đại Phúc,02/02/2026 13:28:03,"441,000",0,"441,000","387,435","53,565",13001379,6927002802033,Socola quạt 10 viên 120g*24 (Hộp),,"Bánh, kẹo, snack>>Kẹo>>Socola",1.0,"55,000.0","46,182.50","8,817.50","8,818"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012313,BHS Đại Phúc,02/02/2026 13:28:03,"441,000",0,"441,000","387,435","53,565",14000500,8936117673993-2,Nho khô Queen Raisin 90g*36(Hg Chữ Nhật)_Đỏ (Hộp),,"Bánh, kẹo, snack>>Hạt, trái cây sấy>>Trái cây sấy",1.0,"25,000.0","18,900.0","6,100.0","6,100"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012312,BHS Đại Phúc,02/02/2026 12:23:14,"38,000",0,"38,000","31,176","6,824",08000999,8936034878624,Xúc xích tiệt trùng Ponnie cay vị ớt 2hộp x 24cây x 120gr (Cái),,"Gạo, bột và thực phẩm khô>>Lạp xưởng, xúc xích, khô sấy>>Lạp xưởng, xúc xích ăn liền",1.0,"15,000.0","12,687.50","2,312.50","2,313"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012312,BHS Đại Phúc,02/02/2026 12:23:14,"38,000",0,"38,000","31,176","6,824",09000313,8936010680241,Cung Đình mì khoai tây hương vị Lẩu tôm chua cay 24 ly Việt Nam (Ly),Cung Đình,"Gạo, bột và thực phẩm khô>>Thực phẩm ăn liền>>Mì, bún, phở, cháo ăn liên, bánh gạo",1.0,"9,000.0","7,612.17","1,387.83","1,388"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012312,BHS Đại Phúc,02/02/2026 12:23:14,"38,000",0,"38,000","31,176","6,824",11000377,8934588063053,Aquafina Chai nhựa 500x24 (Chai),,Đồ uống>>Nước ngọt>>Nước giải khát,1.0,"5,000.0","3,594.80","1,405.20","1,405"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012312,BHS Đại Phúc,02/02/2026 12:23:14,"38,000",0,"38,000","31,176","6,824",14000303,8938545001041,Chân gà nhất tâm Hey Yo 40gr/160 (Gói),,"Thịt, trứng, thủy hải sản tươi>>Thịt>>Thịt tẩm gia vị ăn liền",1.0,"9,000.0","7,280.96","1,719.04","1,719"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012311,BHS Đại Phúc,02/02/2026 12:06:49,"50,000",0,"50,000","44,153","5,847",14000437,,Lương khô nén gói 500g thùng 10 gói (Gói),,"Đồ uống>>Yến mạch, ngũ cốc dinh dưỡng>>Hạt ăn liền",1.0,"50,000.0","44,152.50","5,847.50","5,848"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012310,BHS Đại Phúc,02/02/2026 11:59:25,"44,400",0,"44,400","41,442","2,958",08000419,8938529985442,Mực xoắn ống 500g (Gói),,Thực phẩm đông mát,1.0,"34,400.0","33,495.0",905.0,905
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012310,BHS Đại Phúc,02/02/2026 11:59:25,"44,400",0,"44,400","41,442","2,958",09000082,089686043686,mì goreng rasa lga penyet ( mì vị sườn) 80g (Gói),,"Gạo, bột và thực phẩm khô>>Thực phẩm ăn liền>>Mì, bún, phở, cháo ăn liên, bánh gạo",2.0,"5,000.0","3,973.73","1,026.27","2,053"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012309,BHS Đại Phúc,02/02/2026 11:54:41,"3,000",0,"3,000","2,626",374,09000091,8936221044160,Mì Kokomi Tôm chua cay 30 gói x 65gr (Gói),Kokomi,"Gạo, bột và thực phẩm khô>>Thực phẩm ăn liền>>Mì, bún, phở, cháo ăn liên, bánh gạo",1.0,"3,000.0","2,625.81",374.19,374
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",01000002,8934868168584,109CLEAR MEN Dầu Gội Mát Lạnh Bạc Hà 5g (12+2)/84 Dây (Gói),Unilever,Chăm sóc cá nhân>>Chăm sóc tóc và da đầu>>Dầu Gội Tổng Hợp,14.0,"1,142.86",717.52,425.34,"5,955"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",01000025,8934868166252,111SSK SUNSILK Dầu Gội Mềm Mượt Diệu Kỳ (Vàng) 6gx10/84 Dây (Gói),Unilever,Chăm sóc cá nhân>>Chăm sóc tóc và da đầu>>Dầu gội,10.0,"1,500.0",803.57,696.43,"6,964"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",01000029,8934868186984,109CLEAR Dầu Gội 9 Thảo Dược Cổ Truyền 6gx10/66 Dây (Gói),Unilever,Chăm sóc nhà cửa>>Vệ sinh nhà cửa>>Nhóm Tẩy Rửa Hasu,40.0,"1,500.0","1,205.40",294.60,"11,784"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",01000307,8934868180395,Dây dầu xả Dove serum phục hồi hư tổn 17255 (Gói),Unilever,Chăm sóc cá nhân>>Chăm sóc tóc và da đầu>>Dầu xả,10.0,"1,500.0","1,146.95",353.05,"3,531"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",01000313,8934868166214,111SSK SUNSILK Dầu Xả Mềm Mượt Diệu Kỳ (Vàng) 6gx10/84 Dây (Gói),Unilever,Chăm sóc cá nhân>>Chăm sóc tóc và da đầu>>Dầu Xả Tổng Hợp,80.0,"2,000.0",803.57,"1,196.43","95,714"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",01000314,8934868166191,111SSK SUNSILK Dầu Xả Óng Mượt Rạng Ngời (Đen) 6gx10/84 Dây (Gói),Unilever,Chăm sóc cá nhân>>Chăm sóc tóc và da đầu>>Dầu Xả Tổng Hợp,10.0,"1,500.0",803.57,696.43,"6,964"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",01000533,8934868170242,109CLEAR Dầu Gội Mát Lạnh Bạc Hà 6gx10/84 Dây (Gói),Unilever,Chăm sóc cá nhân>>Chăm sóc tóc và da đầu>>Dầu Gội Tổng Hợp,170.0,"1,500.0","1,218.0",282.0,"47,940"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",04000623,8934868176312,DOVE ST dưỡng da chuyên sâu dây 6g (Gói),Unilever,Chăm sóc cá nhân>>Chăm sóc cá nhân khác>>Chăm Sóc Cá Nhân Hasu,36.0,"1,666.67",896.58,770.09,"27,723"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",11000536,8938530346331,Nước yến hộp Khánh hóa foodnest 190ml (Hộp),,Đồ uống>>Nước ngọt>>Nước giải khát,5.0,"59,000.0","47,705.0","11,295.0","56,475"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",12000675,8936223564369,Thiên Hùng yến sào đông trùng hạ thảo hộp 6lọ x 70ml /1 (Hộp),,"Sữa, sản phẩm từ sữa>>Sữa bột>>Sữa các loại Hasu",1.0,"235,000.0","191,835.0","43,165.0","43,165"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",12000676,8936223564376,Thiên Hùng yến sào đường phèn 6lọ x 70ml / 1 (Hộp),,"Sữa, sản phẩm từ sữa>>Sữa bột>>Sữa các loại Hasu",3.0,"195,000.0","170,520.0","24,480.0","73,440"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",13000072,8936034612174,Bánh Creaker Popi 270gr*12 (Cái),,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",5.0,"33,000.0","29,130.50","3,869.50","19,348"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",13000662,8803248000816,Kẹo sâm hàn quốc 200g*50 (Gói),,"Bánh, kẹo, snack>>Kẹo>>Kẹo",12.0,"25,000.0","17,856.48","7,143.52","85,722"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",13000958,8936202230360,Snack ngó sen Hữu Gia 150g (Gói),,"Bánh, kẹo, snack>>Snack, đồ ăn vặt>>Snack các loại",3.0,"12,000.0","9,135.0","2,865.0","8,595"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",13000959,8936202230421,Snack gấu vừng mật ong Hữu Gia 130g (Gói),,"Bánh, kẹo, snack>>Snack, đồ ăn vặt>>Snack các loại",5.0,"12,000.0","9,135.0","2,865.0","14,325"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",13000960,8936202230438,Snack đùi gà phô mai 130g (Gói),,"Bánh, kẹo, snack>>Snack, đồ ăn vặt>>Snack các loại",2.0,"12,000.0","9,135.0","2,865.0","5,730"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",13000968,8936202231251,Ngô nếp sấy 200g (Gói),,"Bánh, kẹo, snack>>Snack, đồ ăn vặt>>Snack các loại",1.0,"20,000.0","15,225.0","4,775.0","4,775"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",13000969,8936202231268,Bắp xóc mắm cay 200g (Gói),,"Bánh, kẹo, snack>>Snack, đồ ăn vặt>>Snack các loại",2.0,"20,000.0","17,255.0","2,745.0","5,490"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",13000975,8938548007521,Chân gà rút xương sả tắc 26g ( gói ) (Cái),,"Bánh, kẹo, snack>>Snack, đồ ăn vặt>>Snack các loại",6.0,"9,000.0","7,105.0","1,895.0","11,370"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",13000986,8938545001003,Chân gà bách thảo 40g (gói) (Cái),,"Bánh, kẹo, snack>>Snack, đồ ăn vặt>>Snack các loại",6.0,"9,000.0","7,105.0","1,895.0","11,370"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",13000987,8938547067007,Khô mực xé sợi 50g (Gói),,"Bánh, kẹo, snack>>Snack, đồ ăn vặt>>Snack các loại",1.0,"25,000.0","20,300.0","4,700.0","4,700"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",13000989,8938520478042,Khô gà cay 50g (Gói),Hữu Gia Food,"Bánh, kẹo, snack>>Snack, đồ ăn vặt>>Snack các loại",1.0,"15,000.0","12,180.0","2,820.0","2,820"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",13000992,8936202231022,Mít sấy 100g (Gói),,"Bánh, kẹo, snack>>Snack, đồ ăn vặt>>Snack các loại",2.0,"26,000.0","23,345.0","2,655.0","5,310"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",13000998,8938551654613,Chân gà rút xương bà Tuyết 26g (Gói),,"Thịt, trứng, thủy hải sản tươi>>Thịt>>Thịt tẩm gia vị ăn liền",41.0,"9,000.0","7,105.0","1,895.0","77,695"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",14000019,8935060603880,Thạch rau câu Kimiko túi 450g/12 túi (Túi),Long Hải,"Bánh, kẹo, snack>>Mứt, thạch, rong biển>>Thạch",2.0,"18,500.0","14,210.0","4,290.0","8,580"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",14000023,8935060604061,Thạch rau câu bổ sung Canxi Long Hải 500g/12 (Gói),,"Bánh, kẹo, snack>>Mứt, thạch, rong biển>>Thạch",5.0,"25,000.0","20,300.0","4,700.0","23,500"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",14000303,8938545001041,Chân gà nhất tâm Hey Yo 40gr/160 (Gói),,"Thịt, trứng, thủy hải sản tươi>>Thịt>>Thịt tẩm gia vị ăn liền",8.0,"9,000.0","7,280.96","1,719.04","13,752"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",14000312,8935061801407,Thạch rau câu Newjoy_túi gấu 930g (Túi),,"Bánh, kẹo, snack>>Mứt, thạch, rong biển>>Thạch",5.0,"43,000.0","40,614.21","2,385.79","11,929"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",14000313,8935061800769,Thạch hình bút chì ABC_túi lưới 920g*12 (Túi),,"Bánh, kẹo, snack>>Mứt, thạch, rong biển>>Thạch",12.0,"33,000.0","30,135.63","2,864.37","34,372"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",14000314,8935061801391,Thạch hương sửa chua Newjoy_túi gấu 930g (Túi),,"Bánh, kẹo, snack>>Mứt, thạch, rong biển>>Thạch",3.0,"45,000.0","42,696.99","2,303.01","6,909"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",14000318,8935061802039,Thạch hương sữa chua Newjoy_túi 740g*10 (Túi),,"Bánh, kẹo, snack>>Mứt, thạch, rong biển>>Thạch",12.0,"33,000.0","31,033.42","1,966.58","23,599"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",14000319,8935061801452,Thạch rau câu Newjoy hương hoa quả_735g12 túi lưới (2 lớp) (Túi),,"Bánh, kẹo, snack>>Mứt, thạch, rong biển>>Thạch",11.0,"33,000.0","30,929.28","2,070.72","22,778"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",14000369,8936234180565,Bim bim tăm cay lạc hồng vr2 25gram (Gói),,"Bánh, kẹo, snack>>Snack, đồ ăn vặt>>Snack Bim bim",2.0,"5,000.0","3,618.48","1,381.52","2,763"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",14000374,8936034611610,Kẹo thạch SUSO tam giác 330g * 20 gói (Gói),,"Bánh, kẹo, snack>>Mứt, thạch, rong biển>>Thạch",10.0,"25,000.0","19,736.12","5,263.88","52,639"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",14000458,8938533582620,Trái cây sấy 100g (Gói),,"Bánh, kẹo, snack",1.0,"20,000.0","15,225.0","4,775.0","4,775"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",14000460,8936202231275,Snack sò hành (Gói),Hữu Gia Food,"Bánh, kẹo, snack",4.0,"12,000.0","9,135.0","2,865.0","11,460"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",14000462,8936202231282,Snack xương chó 120g (Gói),Hữu Gia Food,"Bánh, kẹo, snack",3.0,"12,000.0","9,135.0","2,865.0","8,595"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",14000464,8936202231299,Snack sò hành.ốc cay gói 150g (Gói),Hữu Gia Food,"Bánh, kẹo, snack",2.0,"12,000.0","9,135.0","2,865.0","5,730"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",14000481,8935060600056,Thạch sữa chua natty túi 432 G (Gói),Long Hải,"Bánh, kẹo, snack>>Mứt, thạch, rong biển>>Thạch",8.0,"18,000.0","14,210.0","3,790.0","30,320"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",14000482,8938545001225,Chân gà ớt rừng (Cái),Heyo,"Bánh, kẹo, snack>>Snack, đồ ăn vặt>>Đồ ăn vặt",9.0,"12,000.0","7,105.0","4,895.0","44,055"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",14000483,8938533582651,Trái cây sấy Hữu Gia 200g (Gói),,"Bánh, kẹo, snack>>Hạt, trái cây sấy>>Trái cây sấy",2.0,"40,000.0","35,525.0","4,475.0","8,950"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",14000485,8938547067298,Khô bò xé sợi fansipan 2 (Gói),,"Bánh, kẹo, snack>>Snack, đồ ăn vặt>>Khô gà, khô heo, khô bò,...",4.0,"15,000.0","12,180.0","2,820.0","11,280"
02/02/2026,"22,472,200",0,"22,472,200","19,595,106","2,877,094",HD012308.01,BHS Đại Phúc,02/02/2026 11:22:45,"9,373,000",0,"9,373,000","7,922,776","1,450,224",18000030,8934868169475,101OMO bột giặt comfort tinh dầu thơm sang trọng 700g - vàng/18 (Cái),Unilever,Chăm sóc nhà cửa>>Giặt giũ và chăm sóc quần áo>>Bột Giặt,9.0,"35,000.0","31,627.57","3,372.43","30,352"
