Loại hàng,Nhóm hàng(3 Cấp),Mã hàng,Mã vạch,Tên hàng,Thương hiệu,Giá bán,Giá vốn,Tồn kho,Đặt NCC,KH đặt,Dự kiến hết hàng,Tồn nhỏ nhất,Tồn lớn nhất,ĐVT,Mã ĐVT Cơ bản,Quy đổi,Thuộc tính,Mã HH Liên quan,"Hình ảnh (url1,url2...)",Quản lý lô-hạn sử dụng,Trọng lượng,Tích điểm,Đang kinh doanh,Được bán trực tiếp,Mô tả,Mẫu ghi chú,Vị trí,Hàng thành phần,Lô 1,Hạn sử dụng 1,Tồn 1
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13001036,4711931029522,Bánh Mochi Mè đen với cơm dừa 152g,,"49,000.0","40,035.66",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13001036-1,,Bánh Mochi Mè đen với cơm dừa 152g,,"1,176,000.0","960,855.84",0.0,0.0,0.0,0 ngày,0.0,0.0,Thùng,13001036,24.0,,13001036,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13001035,4711931012197,Bánh Mochi mè đen 152g,,"49,000.0","40,035.66",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13001035-1,,Bánh Mochi mè đen 152g,,"1,176,000.0","960,855.84",0.0,0.0,0.0,0 ngày,0.0,0.0,Thùng,13001035,24.0,,13001035,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13001034,4711931029515,Bánh Mochi Khoai môn với cơm dừa 152g,,"49,000.0","40,035.66",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13001034-1,,Bánh Mochi Khoai môn với cơm dừa 152g,,"1,176,000.0","960,855.84",0.0,0.0,0.0,0 ngày,0.0,0.0,Thùng,13001034,24.0,,13001034,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13001033,4711931036827,Bánh Mochi kem dừa 180g,,"92,000.0","75,185.11",0.0,0.0,0.0,0 ngày,0.0,0.0,Gói,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13001033-1,,Bánh Mochi kem dừa 180g,,"1,104,000.0","902,221.32",0.0,0.0,0.0,0 ngày,0.0,0.0,Thùng,13001033,12.0,,13001033,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13001032,,Bánh Mochi dâu tây phomai 180g,,"92,000.0","75,185.11",0.0,0.0,0.0,0 ngày,0.0,0.0,Gói,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13001032-1,,Bánh Mochi dâu tây phomai 180g,,"1,104,000.0","902,221.32",0.0,0.0,0.0,0 ngày,0.0,0.0,Thùng,13001032,12.0,,13001032,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13001031,4711931036735,Bánh Mochi dâu tây phomai 120g,,"62,000.0","50,750.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Gói,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13001031-1,,Bánh Mochi dâu tây phomai 120g,,"744,000.0","609,000.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Thùng,13001031,12.0,,13001031,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13001030,4711931012234,Bánh Mochi Dâu Tây 132g,,"49,000.0","40,035.66",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13001030-1,,Bánh Mochi Dâu Tây 132g,,"1,176,000.0","960,855.84",0.0,0.0,0.0,0 ngày,0.0,0.0,Thùng,13001030,24.0,,13001030,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13001029,4711931012203,Bánh Mochi đậu phộng 152g,,"49,000.0","40,035.66",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13001029-1,,Bánh Mochi đậu phộng 152g,,"1,176,000.0","960,855.84",0.0,0.0,0.0,0 ngày,0.0,0.0,Thùng,13001029,24.0,,13001029,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13001028,,Bánh Mochi bạc hà hạt socola 180g,,"92,000.0","75,185.11",0.0,0.0,0.0,0 ngày,0.0,0.0,Gói,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13001028-1,,Bánh Mochi bạc hà hạt socola 180g,,"1,104,000.0","902,221.32",0.0,0.0,0.0,0 ngày,0.0,0.0,Thùng,13001028,12.0,,13001028,,0,0.0,0,1,1,,,,,,,
Hàng hóa,Đồ uống>>Thức uống dinh dưỡng>>Nước yến,13000928,8936220140368,Yến chưng nhân sâm 32%,,"239,000.0","186,760.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,Đồ uống>>Thức uống dinh dưỡng>>Nước yến,13000927,8936220140016,Yến chưng đường phèn /Canxi 32%,,"239,000.0","186,760.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,Đồ uống>>Thức uống dinh dưỡng>>Nước yến,13000926,8936220140375,Yến chưng đông trùng hạ thảo khánh hoà 32%,,"239,000.0","186,760.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000918,8934760219315,TIPO bánh bông lan cuộn kem hương dâu 360g,,"39,000.0","32,480.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000917,3702760219308,TIPO bánh bông lan cuộn kem hương cốm 360g,,"39,000.0","32,480.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Kẹo>>Socola",13000916,6914973001176,Thanh sô cô la đen hạnh nhân 40g,,"25,000.0","20,300.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Gói,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Snack, đồ ăn vặt>>Snack các loại",13000915,8936036029826,TAYO Bánh TAYOX Tao 60G_2Y_TT/32-Gói,,"10,000.0","7,490.70",0.0,0.0,0.0,0 ngày,0.0,0.0,Gói,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Đồ uống>>Yến mạch, ngũ cốc dinh dưỡng",13000913,8936209530425,Táo đỏ Thái 150g,,"40,000.0","31,972.50",0.0,0.0,0.0,0 ngày,0.0,0.0,Lọ,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Snack, đồ ăn vặt>>Snack các loại",13000912,8936029422443,SWING MAX bim bim xốt cay ngọt hàn quốc gói 52G,,"10,000.0","8,120.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Gói,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Snack, đồ ăn vặt>>Snack các loại",13000910,8936036025576,swi MAXX bò 56g,,"10,000.0","8,120.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Gói,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000908,8934760210374,STAFF sanwich chà bông sốt tiêu,Staff,"8,000.0","6,902.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0,0.0,1,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000906,8936036026535,Bánh Gạo An-Tự Nhiên21P_11Y19/20-Gói,,"25,000.0","19,612.85",0.0,0.0,0.0,0 ngày,0.0,0.0,Gói,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000899,8936036024173,"Orion Gouté Hộp Thiếc 475,2g",,"140,000.0","123,221.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000898,8936029422504,ORION Bống Bang tết,,"100,000.0","85,158.50",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000897,8936036022872,ORION Hộp Quà Tết TÀI LỘC 2,,"140,000.0","120,176.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000896,8936036026887,OPERA Bánh Opera 6P,,"35,000.0","30,856.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000894,8938535088694,Ô mai mận 230g,,"29,000.0","27,506.50",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000890,8936036025552,MIZ bánh quy ăn sáng vị socola 54g,,"12,000.0","7,851.03",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000888,8858223012377,MIX bim bim thịt hun khói gói 50G,,"12,000.0","8,627.50",0.0,0.0,0.0,0 ngày,0.0,0.0,Gói,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000885,8936209530029,Mít sấy Ba miền túi 300g,,"75,000.0","65,163.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Gói,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Kẹo>>Kẹo",13000882,8935001714859,Metos kẹo nhai gói 1kg,,"90,000.0","76,125.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Gói,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000881,8936011770927,Merino kem bắp,,"8,000.0","5,684.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Que,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000880,8936036029819,Masita bim bim ngô 60G,,"10,000.0","7,490.70",0.0,0.0,0.0,0 ngày,0.0,0.0,Gói,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000879,8936036021165-1,Bánh MBoyTôm 35G(9Y21)_20H/20-Hộp,,"12,000.0","8,120.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000878,8938554662066,lương khô hải châu gói 70g,,"6,000.0","4,263.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Gói,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000875,8936067660548,Libra bánh quy cafe 150g,,"25,000.0","20,300.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000873,8936036029888,LA Bánh Là Fruit_Peach 12P_4Y23/8-Hộp,,"52,000.0","41,186.67",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000872,8850718819119,Khoai ống Lay's vị cay nồng 100g (màu tím),,"30,000.0","26,390.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Ống,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Kẹo>>Kẹo",13000867,4897010448016,Kẹo trái cây Skittles gói 45g,,"18,000.0","12,180.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Gói,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Kẹo>>Kẹo",13000864,6970910262017,Kẹo trái cây khối burger hạnh phúc,,"44,000.0","34,307.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Kẹo>>Kẹo",13000862,6911316001664,CC K.CaoSuThổi Play Tennis 8Hx20tx18g,,"5,000.0","4,060.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Thỏi,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Kẹo>>Kẹo",13000861,9300682050685,Kẹo socola sữa M&M'S MINIS các vị 35g,,"25,000.0","21,315.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Lọ,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Kẹo>>Kẹo",13000856,7933206080084,Kẹo Sing-gum Doublemint hương bạc hà 58.4g,,"25,000.0","21,594.13",0.0,0.0,0.0,0 ngày,0.0,0.0,Lọ,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Kẹo>>Kẹo",13000851,8850507000704,Kẹo ngựa bay DT70,,"16,000.0","11,266.50",0.0,0.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Kẹo>>Kẹo",13000849,8935001718093,Kẹo Ngậm MT Grape Disp 12x12x17.5g(35g,,"15,000.0","12,687.50",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Kẹo>>Kẹo",13000844,6972345060336,Kẹo Light Dolphin,,"30,000.0","21,416.50",0.0,0.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Kẹo>>Kẹo",13000842,8938510862509,Kẹo lạc vani 22g,,"15,000.0","13,195.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Gói,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Kẹo>>Kẹo",13000841,6970910262444,Kẹo hương vị trái cây khối Stat Swat,,"44,000.0","34,307.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Kẹo>>Kẹo",13000840,8935001713647,kẹo happydent white gói 112g,,"35,000.0","30,856.0",0.0,0.0,0.0,0 ngày,3.0,8.0,Gói,,1.0,,,,0,0.0,1,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Kẹo>>Kẹo",13000838,8936114080107,"Kẹo gum doublemint bạc hà vỉ 11,6g",,"6,000.0","3,919.93",0.0,0.0,0.0,0 ngày,0.0,0.0,Vỉ,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Kẹo>>Kẹo",13000835,6972345061470,Kẹo đồ chơi thay đổi khuôn mặt,,"22,000.0","17,864.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Kẹo>>Kẹo",13000834,6972345060404,Kẹo đồ chơi đầu quay nhỏ,,"22,000.0","17,864.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Kẹo>>Kẹo",13000832,8852291610008,Kẹo dẻo vị sầu riêng Mitmai,,"29,000.0","24,563.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Gói,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000830,8935001718857,AL Jelly Biển xanh 24Dâyx10góix24g,,"5,000.0","3,816.40",0.0,0.0,0.0,0 ngày,0.0,0.0,Gói,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Kẹo>>Kẹo",13000828,8935001717706,CC Kẹo Dẻo TopMix 24Dâyx10Góix24g,,"5,000.0","3,958.50",0.0,0.0,0.0,0 ngày,0.0,0.0,Gói,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Kẹo>>Kẹo",13000827,8850507001329,Kẹo còi hình máy bay DT123,,"16,000.0","11,266.50",0.0,0.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Kẹo>>Kẹo",13000826,8850507002173,Kẹo còi hình con voi,,"16,000.0","11,266.50",0.0,0.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Kẹo>>Kẹo",13000825,8850507000544,Kẹo còi chim DT54,,"16,000.0","11,266.50",0.0,0.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Kẹo>>Kẹo",13000823,8935001713555,CC Kẹo Dẻo Cool Cola 24Dâyx10Góix24g,,"5,000.0","3,958.50",0.0,0.0,0.0,0 ngày,0.0,0.0,Gói,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Kẹo>>Kẹo",13000822,8935001719007,CC kẹo mút Gum thổi 24 góix36que (432g) - hương việt quất,,"2,000.0","1,725.50",0.0,0.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Kẹo>>Kẹo",13000821,8935001718994,CC kẹo mút Gum thổi 24 góix36que (432g) - hương dâu,,"2,000.0","1,725.50",0.0,0.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Kẹo>>Kẹo",13000820,8935001718987,CC kẹo mút Gum thổi 24 góix36que (432g) - hương cola,,"2,000.0","1,725.50",0.0,0.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Kẹo>>Kẹo",13000819,8935001719588,kẹo cc tubes dâu/coca,,"5,000.0","4,364.50",0.0,0.0,0.0,0 ngày,3.0,8.0,Cái,,1.0,,,,0,0.0,1,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Kẹo>>Kẹo",13000816,9555192501107,Kẹo cao su DOUBLEMINT vị bạc hà 13.5g,,"5,000.0","4,060.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Kẹo>>Kẹo",13000815,8935001709121,Kẹo Alpenlibe mix vị gói 1kg,Alpenlibe,"90,000.0","86,275.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Gói,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Kẹo>>Kẹo",13000811,8935337802664,"kẹo 2k( dưa hấu, mút)",,"2,000.0","1,218.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Cái,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000805,8934760501021,Hữu nghị mứt tết lục giác 300G,,"88,000.0","74,095.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000804,8934760502011,Hữu nghị mứt quai xách hộp 300G,,"88,000.0","74,095.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000803,894760502004,Hữu nghị mứt quai xách hộp 200G,,"62,000.0","51,765.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000802,8934760501007,Hữu nghị hộp mứt tết lục giác hộp 200G,,"62,000.0","51,765.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000801,8938535088427,Hạt óc chó tinh tuyển lọ 300g,,"80,000.0","63,945.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Lọ,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000795,8938508476022,Hạt hướng dương vị óc chó 50g,,"10,000.0","6,090.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Gói,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000790,8936209532887,Hạt dẻ cười lọ cao 420g,,"159,000.0","141,592.50",0.0,0.0,0.0,0 ngày,0.0,0.0,Lọ,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000782,8936036028928,Bánh Goute 15P_10Y25/ 6-Hộp,,"95,000.0","83,230.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,https://cdn2-retail-images.kiotviet.vn/2025/11/06/bachhoabn/fb920f38145f46afb2bec2d109b4e139.jpeg,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000780,8935337802466,Giỏ quà tết vàng PEACE26,,"290,000.0","213,150.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Giỏ,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000779,8935337802374,Giỏ quà tết M18PEACE,,"555,000.0","451,675.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Giỏ,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000778,8935337802428,Giỏ quà tết M11PEACE,,"380,000.0","309,575.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Giỏ,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000777,8935337802381,Giỏ quà tết M08PEACE,,"415,000.0","340,025.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Giỏ,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000776,8935337802442,Giỏ quà tết M02PEACE,,"430,000.0","350,175.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Giỏ,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000775,8935337802404,Giỏ quà M19PEACE,,"555,000.0","451,675.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Giỏ,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000773,8936209530548,FOOF GOlD tinh luyện Ba Miền lọ 500g,,"100,000.0","88,305.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Lọ,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000768,8936182970584,Đậu phộng vị tôm 120g,,"65,000.0","57,347.50",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000767,8936182970539,Đậu phộng vị tiêu lốt 120g,,"65,000.0","57,347.50",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000766,8936101340702,Đậu phộng vị rau cải 100g,,"51,000.0","42,630.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000765,8936101345837,Đậu phộng vị phô mai 60g,,"10,000.0","8,627.50",0.0,0.0,0.0,0 ngày,0.0,0.0,Gói,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000764,8936182970546,Đậu phộng vị phở bò,,"65,000.0","45,675.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
Hàng hóa,"Bánh, kẹo, snack>>Bánh>>Bánh Tổng Hợp",13000763,8936182970607,Đậu phộng vị mực 120g,,"65,000.0","45,675.0",0.0,0.0,0.0,0 ngày,0.0,0.0,Hộp,,1.0,,,,0,0.0,0,1,1,,,,,,,
